Cells compared (n),"Mean richness, occurrences","Mean richness, range maps",Detection ratio,"Spearman r, richness","Spearman r, body-mass CWM","Spearman r, habitat-breadth CWM"
940,99.211,168.568,0.621,0.285,0.569,0.704
