class,env,response,stat,p_maxtest,r_naive,p_naive,p_naive_adj,thermal,hypothesis,response_type,signed_stat
Aves,bio4_mean,PACE,-0.23027176568355,0.0015,-0.905953653220899,0,0,Endotherm,Climatic seasonality,functional axis,-0.23027176568355
Aves,hfp2020,PACE,0.0473504734242788,0.0501428571428572,0.194831829592366,2.14633326151966e-11,2.46599991749068e-11,Endotherm,Human pressure,functional axis,0.0473504734242788
Aves,bio1_mean,NICHE,-0.184664315921856,0.0015,-0.423197721642655,1.18548834150945e-51,2.13387901471702e-51,Endotherm,Ambient energy,functional axis,-0.184664315921856
Aves,bio12_mean,NICHE,-0.252688890202332,0.0015,-0.730733180592782,2.24403923005942e-194,1.34642353803565e-193,Endotherm,Water availability,functional axis,-0.252688890202332
Aves,npp,NICHE,-0.112003207604119,0.0015,-0.412883931315424,5.1811050151735e-49,9.02515067159255e-49,Endotherm,Productivity,functional axis,-0.112003207604119
Aves,elev_range,NICHE,-0.175143951108832,0.0015,-0.434029744652948,1.58502873507236e-54,3.42366206775629e-54,Endotherm,Habitat heterogeneity,functional axis,-0.175143951108832
Aves,bio4_mean,NICHE,0.296974374862052,0.0015,0.801411301192685,5.72871276941553e-261,5.15584149247398e-260,Endotherm,Climatic seasonality,functional axis,0.296974374862052
Aves,hfp2020,NICHE,-0.0597633865471901,0.0072972972972973,-0.253308506543616,1.86548469308518e-18,2.28945848696818e-18,Endotherm,Human pressure,functional axis,-0.0597633865471901
Mammalia,bio1_mean,size,-0.15449587737576,0.0036,-0.680363439948965,5.02042169003379e-159,2.71102771261825e-158,Endotherm,Ambient energy,single trait,-0.15449587737576
Mammalia,bio12_mean,size,-0.107746755389686,0.0284210526315789,-0.428806736734416,2.92352082522102e-53,4.93344139256047e-53,Endotherm,Water availability,single trait,-0.107746755389686
Mammalia,npp,size,-0.127685999021628,0.00207692307692308,-0.564634586996759,5.55549327997291e-99,1.66664798399206e-98,Endotherm,Productivity,single trait,-0.127685999021628
Mammalia,elev_range,size,0.0445798043119689,0.0920454545454545,0.236686792679442,2.76826177204169e-16,3.55919370691075e-16,Endotherm,Habitat heterogeneity,single trait,0.0445798043119689
Mammalia,bio4_mean,size,0.0257606337497078,0.585849056603774,-0.0746655237813086,0.0108274950625152,0.0110317874221854,Endotherm,Climatic seasonality,single trait,-0.0257606337497078
Mammalia,hfp2020,size,-0.119946210904292,0.00207692307692308,-0.537675188938568,3.47113220755923e-88,7.81004746700871e-88,Endotherm,Human pressure,single trait,-0.119946210904292
Mammalia,bio1_mean,fecundity,-0.285598487270601,0.00207692307692308,-0.563266357411958,2.07379256259116e-98,5.89393675683802e-98,Endotherm,Ambient energy,single trait,-0.285598487270601
Mammalia,bio12_mean,fecundity,-0.337098522762436,0.00207692307692308,-0.797102755244898,7.97662218951734e-257,5.38421997792421e-256,Endotherm,Water availability,single trait,-0.337098522762436
Mammalia,npp,fecundity,-0.185987194308188,0.00207692307692308,-0.437746247303264,1.12343230216793e-55,2.02217814390227e-55,Endotherm,Productivity,single trait,-0.185987194308188
Mammalia,elev_range,fecundity,-0.1071047800151,0.00207692307692308,-0.257609760599683,4.23339198549198e-19,5.86161967221966e-19,Endotherm,Habitat heterogeneity,single trait,-0.1071047800151
Mammalia,bio4_mean,fecundity,0.349060970810827,0.00207692307692308,0.854198356296512,0,0,Endotherm,Climatic seasonality,single trait,0.349060970810827
Mammalia,hfp2020,fecundity,-0.141288092651184,0.00207692307692308,-0.323064087495195,1.1051758209746e-29,1.57051300875338e-29,Endotherm,Human pressure,single trait,-0.141288092651184
Mammalia,bio1_mean,nocturnality,0.191421343275,0.00207692307692308,0.870588656803001,0,0,Endotherm,Ambient energy,single trait,0.191421343275
Mammalia,bio12_mean,nocturnality,0.151812056404229,0.0050625,0.63099661484691,2.80876596535964e-130,1.08338115806729e-129,Endotherm,Water availability,single trait,0.151812056404229
Mammalia,npp,nocturnality,0.118632276411014,0.0154285714285714,0.555239267516161,4.16457600272108e-95,1.07089097212828e-94,Endotherm,Productivity,single trait,0.118632276411014
Mammalia,elev_range,nocturnality,-0.0185042254813725,0.47304,-0.16216765438178,2.64163068819887e-08,2.97183452422373e-08,Endotherm,Habitat heterogeneity,single trait,-0.0185042254813725
Mammalia,bio4_mean,nocturnality,-0.110614437733315,0.024,-0.328786218031117,9.61366001194135e-31,1.40307470444549e-30,Endotherm,Climatic seasonality,single trait,-0.110614437733315
Mammalia,hfp2020,nocturnality,0.116593843159609,0.00635294117647059,0.557111724474714,7.19757018356828e-96,1.94334394956344e-95,Endotherm,Human pressure,single trait,0.116593843159609
Mammalia,bio1_mean,verticality,0.302797653026569,0.00207692307692308,0.811137586276938,5.89250917584482e-273,4.54564993565172e-272,Endotherm,Ambient energy,single trait,0.302797653026569
Mammalia,bio12_mean,verticality,0.316476547996353,0.00207692307692308,0.873433007974096,0,0,Endotherm,Water availability,single trait,0.316476547996353
Mammalia,npp,verticality,0.221755778661068,0.00207692307692308,0.676437907029117,1.5598484708938e-156,7.6574379480241e-156,Endotherm,Productivity,single trait,0.221755778661068
Mammalia,elev_range,verticality,0.0485675390615775,0.05805,0.0799951347145779,0.00632049073338571,0.00669228430593781,Endotherm,Habitat heterogeneity,single trait,0.0485675390615775
Mammalia,bio4_mean,verticality,-0.27095364983015,0.00207692307692308,-0.642981039519349,9.05033035970136e-137,3.75936799556826e-136,Endotherm,Climatic seasonality,single trait,-0.27095364983015
Mammalia,hfp2020,verticality,0.174968378931844,0.00207692307692308,0.551538403523207,1.29486210419561e-93,3.17829789211649e-93,Endotherm,Human pressure,single trait,0.174968378931844
Mammalia,bio1_mean,habitat_breadth,-0.0919509563051719,0.063219512195122,-0.445156931478384,9.83377720773545e-58,1.89651417577755e-57,Endotherm,Ambient energy,single trait,-0.0919509563051719
Mammalia,bio12_mean,habitat_breadth,-0.0773668769827291,0.1236,-0.364817742703796,5.84916489902556e-38,9.02442584421087e-38,Endotherm,Water availability,single trait,-0.0773668769827291
Mammalia,npp,habitat_breadth,-0.025923979413998,0.587,-0.155268067744496,1.01522840587943e-07,1.09644667834978e-07,Endotherm,Productivity,single trait,-0.025923979413998
Mammalia,elev_range,habitat_breadth,-0.0334663687745054,0.166695652173913,-0.0344539220107237,0.240168580760873,0.240168580760873,Endotherm,Habitat heterogeneity,single trait,-0.0334663687745054
Mammalia,bio4_mean,habitat_breadth,0.0955842471801121,0.0401538461538462,0.328955598521005,8.93610389746999e-31,1.3404155846205e-30,Endotherm,Climatic seasonality,single trait,0.0955842471801121
Mammalia,hfp2020,habitat_breadth,-0.0281623804770401,0.504,-0.158375089795016,5.57683208982725e-08,6.14589658878921e-08,Endotherm,Human pressure,single trait,-0.0281623804770401
Mammalia,bio1_mean,range_size,-0.194036519168076,0.0036,-0.444252737714364,1.76415945804265e-57,3.28498657704493e-57,Endotherm,Ambient energy,single trait,-0.194036519168076
Mammalia,bio12_mean,range_size,-0.230250714116863,0.00207692307692308,-0.616605057114675,7.51730692658786e-123,2.5370910877234e-122,Endotherm,Water availability,single trait,-0.230250714116863
Mammalia,npp,range_size,-0.0585119374008799,0.20336170212766,-0.171712337748742,3.72564973902656e-09,4.28053374271136e-09,Endotherm,Productivity,single trait,-0.0585119374008799
Mammalia,elev_range,range_size,-0.173899424102891,0.00207692307692308,-0.405927152592523,2.11928518458471e-47,3.46792121113862e-47,Endotherm,Habitat heterogeneity,single trait,-0.173899424102891
Mammalia,bio4_mean,range_size,0.312098403531002,0.00207692307692308,0.822314554748707,8.39300714400598e-287,9.06444771552646e-286,Endotherm,Climatic seasonality,single trait,0.312098403531002
Mammalia,hfp2020,range_size,-0.0698257424642164,0.0668571428571429,-0.203074865225953,2.67252394242975e-12,3.27991574752742e-12,Endotherm,Human pressure,single trait,-0.0698257424642164
Mammalia,bio1_mean,SIZE,-0.15449587737576,0.0036,-0.680363439948965,5.02042169003208e-159,2.71102771261825e-158,Endotherm,Ambient energy,functional axis,-0.15449587737576
Mammalia,bio12_mean,SIZE,-0.107746755389686,0.0284210526315789,-0.428806736734417,2.92352082522102e-53,4.93344139256047e-53,Endotherm,Water availability,functional axis,-0.107746755389686
Mammalia,npp,SIZE,-0.127685999021628,0.00207692307692308,-0.564634586996759,5.55549327997354e-99,1.66664798399206e-98,Endotherm,Productivity,functional axis,-0.127685999021628
Mammalia,elev_range,SIZE,0.0445798043119689,0.0920454545454545,0.236686792679442,2.76826177204161e-16,3.55919370691075e-16,Endotherm,Habitat heterogeneity,functional axis,0.0445798043119689
Mammalia,bio4_mean,SIZE,0.0257606337497078,0.585849056603774,-0.0746655237813085,0.0108274950625153,0.0110317874221854,Endotherm,Climatic seasonality,functional axis,-0.0257606337497078
Mammalia,hfp2020,SIZE,-0.119946210904292,0.00207692307692308,-0.537675188938568,3.47113220755943e-88,7.81004746700871e-88,Endotherm,Human pressure,functional axis,-0.119946210904292
Mammalia,bio1_mean,PACE,0.313469321610438,0.00207692307692308,0.657821411332487,3.18399184850198e-145,1.43279633182589e-144,Endotherm,Ambient energy,functional axis,0.313469321610438
Mammalia,bio12_mean,PACE,0.354706867786412,0.00207692307692308,0.846145397459928,1.11253692925717e-308,1.11253692930176e-308,Endotherm,Water availability,functional axis,0.354706867786412
Mammalia,npp,PACE,0.2096853139429,0.00207692307692308,0.516926706516084,1.60989646937965e-80,3.34363112871158e-80,Endotherm,Productivity,functional axis,0.2096853139429
Mammalia,elev_range,PACE,0.0965494135636308,0.00207692307692308,0.213890342868156,1.64268477975285e-13,2.06290646759661e-13,Endotherm,Habitat heterogeneity,functional axis,0.0965494135636308
Mammalia,bio4_mean,PACE,-0.349710616837055,0.00207692307692308,-0.821958643409415,2.397350476179e-286,2.1576154285611e-285,Endotherm,Climatic seasonality,functional axis,-0.349710616837055
Mammalia,hfp2020,PACE,0.163993000433305,0.00207692307692308,0.400702266294116,3.9975294540971e-46,6.34901736827187e-46,Endotherm,Human pressure,functional axis,0.163993000433305
Mammalia,bio1_mean,NICHE,-0.140946531996433,0.00635294117647059,-0.487047398453057,2.27023496074018e-70,4.54046992148035e-70,Endotherm,Ambient energy,functional axis,-0.140946531996433
Mammalia,bio12_mean,NICHE,-0.143843205352655,0.0050625,-0.535912710578271,1.63153156050878e-87,3.52410817069897e-87,Endotherm,Water availability,functional axis,-0.143843205352655
Mammalia,npp,NICHE,-0.0411723698851379,0.392326530612245,-0.178955924086945,7.81410738037818e-10,9.17308257696569e-10,Endotherm,Productivity,functional axis,-0.0411723698851379
Mammalia,elev_range,NICHE,-0.0902294357214323,0.0036,-0.23891700952983,1.42746704248109e-16,1.92708050734947e-16,Endotherm,Habitat heterogeneity,functional axis,-0.0902294357214323
Mammalia,bio4_mean,NICHE,0.188129150949034,0.00207692307692308,0.627467091583232,2.02457940604623e-128,7.28848586176644e-128,Endotherm,Climatic seasonality,functional axis,0.188129150949034
Mammalia,hfp2020,NICHE,-0.0470877021065789,0.221625,-0.197661398384727,1.01973087559583e-11,1.22367705071499e-11,Endotherm,Human pressure,functional axis,-0.0470877021065789
Reptilia,bio1_mean,size,0.205220234691274,0.00317647058823529,0.537616370800234,3.02819298189962e-77,7.10967047924321e-77,Ectotherm,Ambient energy,single trait,0.205220234691274
Reptilia,bio12_mean,size,0.219159747374884,0.00317647058823529,0.700133531179056,1.15885053630765e-150,8.93970413723042e-150,Ectotherm,Water availability,single trait,0.219159747374884
Reptilia,npp,size,0.193805317353273,0.00317647058823529,0.672602405829685,6.96527411505186e-135,3.76124802212801e-134,Ectotherm,Productivity,single trait,0.193805317353273
Reptilia,elev_range,size,0.00592374914366863,0.949584905660377,-0.0426272929156527,0.174353076712608,0.181058964278477,Ectotherm,Habitat heterogeneity,single trait,-0.00592374914366863
Reptilia,bio4_mean,size,-0.189495802810941,0.02376,-0.373628308433083,4.8361998388098e-35,8.16108722799165e-35,Ectotherm,Climatic seasonality,single trait,-0.189495802810941
Reptilia,hfp2020,size,0.157676262784926,0.00317647058823529,0.581706542317723,3.90039886089182e-93,1.3163846155511e-92,Ectotherm,Human pressure,single trait,0.157676262784926
Reptilia,bio1_mean,fecundity,0.110677743128976,0.108,0.398270152459696,5.36971798529958e-40,9.66549237353925e-40,Ectotherm,Ambient energy,single trait,0.110677743128976
Reptilia,bio12_mean,fecundity,0.139893774448021,0.054,0.557032433776474,5.9784875399624e-84,1.6991490903051e-83,Ectotherm,Water availability,single trait,0.139893774448021
Reptilia,npp,fecundity,0.149758931855405,0.0162,0.658509305830884,1.88843094904848e-127,9.27047920441979e-127,Ectotherm,Productivity,single trait,0.149758931855405
Reptilia,elev_range,fecundity,-0.013665793615078,0.661224489795918,-0.134995689576165,1.56337602285779e-05,1.75879802571501e-05,Ectotherm,Habitat heterogeneity,single trait,-0.013665793615078
Reptilia,bio4_mean,fecundity,-0.0984656744164855,0.227302325581395,-0.216340602768145,3.09247338703047e-12,3.97603721189632e-12,Ectotherm,Climatic seasonality,single trait,-0.0984656744164855
Reptilia,hfp2020,fecundity,0.164281575235848,0.00317647058823529,0.640395705628304,1.81588070385431e-118,8.17146316734441e-118,Ectotherm,Human pressure,single trait,0.164281575235848
Reptilia,bio1_mean,nocturnality,0.185102051920641,0.0113684210526316,0.538409325782519,1.64391562255154e-77,4.22721160084682e-77,Ectotherm,Ambient energy,single trait,0.185102051920641
Reptilia,bio12_mean,nocturnality,0.197178682165139,0.009,0.712626583314347,1.95335367371599e-158,2.10962196761326e-157,Ectotherm,Water availability,single trait,0.197178682165139
Reptilia,npp,nocturnality,0.13239120309582,0.0164347826086957,0.497733583408738,9.06641417937028e-65,1.74852273459284e-64,Ectotherm,Productivity,single trait,0.13239120309582
Reptilia,elev_range,nocturnality,0.0349181773738702,0.336,0.139388677900432,8.13894807890891e-06,9.35113183534216e-06,Ectotherm,Habitat heterogeneity,single trait,0.0349181773738702
Reptilia,bio4_mean,nocturnality,-0.182113426497454,0.0249230769230769,-0.507742041183937,9.56159031222335e-68,1.91231806244467e-67,Ectotherm,Climatic seasonality,single trait,-0.182113426497454
Reptilia,hfp2020,nocturnality,0.0639483838685886,0.136975609756098,0.269503404873599,2.20377867341133e-18,3.05138585549262e-18,Ectotherm,Human pressure,single trait,0.0639483838685886
Reptilia,bio1_mean,verticality,0.129767791224203,0.0484137931034483,0.583108159673126,1.11050870937058e-93,4.28339073614367e-93,Ectotherm,Ambient energy,single trait,0.129767791224203
Reptilia,bio12_mean,verticality,0.136050672239151,0.052258064516129,0.762526182211225,3.58780645034046e-194,4.84353870795962e-193,Ectotherm,Water availability,single trait,0.136050672239151
Reptilia,npp,verticality,0.0959143100653796,0.0919459459459459,0.563869953760387,2.03449331524891e-86,6.10347994574674e-86,Ectotherm,Productivity,single trait,0.0959143100653796
Reptilia,elev_range,verticality,0.0657308615153966,0.0556363636363636,0.2626422832301,1.66004431922629e-17,2.24105983095549e-17,Ectotherm,Habitat heterogeneity,single trait,0.0657308615153966
Reptilia,bio4_mean,verticality,-0.178092836546273,0.032,-0.77069076917223,7.20760297763704e-201,1.29736853597467e-199,Ectotherm,Climatic seasonality,single trait,-0.178092836546273
Reptilia,hfp2020,verticality,0.0613401664588994,0.151714285714286,0.508707073647485,4.87783716266679e-68,1.05361282713603e-67,Ectotherm,Human pressure,single trait,0.0613401664588994
Reptilia,bio1_mean,habitat_breadth,-0.277544384231183,0.00317647058823529,-0.598397979070215,8.26722061167086e-100,3.43407625407867e-99,Ectotherm,Ambient energy,single trait,-0.277544384231183
Reptilia,bio12_mean,habitat_breadth,-0.251459633065484,0.00317647058823529,-0.520530895992624,1.07058051560686e-71,2.40880616011545e-71,Ectotherm,Water availability,single trait,-0.251459633065484
Reptilia,npp,habitat_breadth,-0.13911652626386,0.0164347826086957,-0.170119685055402,4.80570655074723e-08,5.6414816030511e-08,Ectotherm,Productivity,single trait,-0.13911652626386
Reptilia,elev_range,habitat_breadth,-0.104272124769542,0.00317647058823529,-0.339807029851484,6.62335831330961e-29,1.05194514387859e-28,Ectotherm,Habitat heterogeneity,single trait,-0.104272124769542
Reptilia,bio4_mean,habitat_breadth,0.331937856216898,0.00317647058823529,0.80465080630316,5.00262429449372e-232,1.3507085595133e-230,Ectotherm,Climatic seasonality,single trait,0.331937856216898
Reptilia,hfp2020,habitat_breadth,-0.0816038924185687,0.084,-0.223282604136273,5.89244751306544e-13,7.76078452940326e-13,Ectotherm,Human pressure,single trait,-0.0816038924185687
Reptilia,bio1_mean,range_size,-0.110851382437996,0.0952105263157895,-0.30386926526164,3.61973807021373e-23,5.42960710532059e-23,Ectotherm,Ambient energy,single trait,-0.110851382437996
Reptilia,bio12_mean,range_size,-0.12340870889737,0.084,-0.302985575547827,4.89889856871038e-23,7.14974385703677e-23,Ectotherm,Water availability,single trait,-0.12340870889737
Reptilia,npp,range_size,-0.0631535391435679,0.305590909090909,0.00557486043523722,0.859062667471351,0.859062667471351,Ectotherm,Productivity,single trait,0.0631535391435679
Reptilia,elev_range,range_size,-0.0665856392183288,0.0619411764705882,-0.330799403228903,2.15081047466205e-27,3.31839330376431e-27,Ectotherm,Habitat heterogeneity,single trait,-0.0665856392183288
Reptilia,bio4_mean,range_size,0.161781060775645,0.0462857142857143,0.674443572338947,6.9385003064034e-136,4.68348770682229e-135,Ectotherm,Climatic seasonality,single trait,0.161781060775645
Reptilia,hfp2020,range_size,-0.0279291962887058,0.5985,-0.0677243182815956,0.0308050537414143,0.0332694580407274,Ectotherm,Human pressure,single trait,-0.0279291962887058
Reptilia,bio1_mean,SIZE,0.205220234691274,0.00317647058823529,0.537616370800234,3.02819298189988e-77,7.10967047924321e-77,Ectotherm,Ambient energy,functional axis,0.205220234691274
Reptilia,bio12_mean,SIZE,0.219159747374884,0.00317647058823529,0.700133531179056,1.15885053630738e-150,8.93970413723042e-150,Ectotherm,Water availability,functional axis,0.219159747374884
Reptilia,npp,SIZE,0.193805317353273,0.00317647058823529,0.672602405829685,6.96527411505067e-135,3.76124802212801e-134,Ectotherm,Productivity,functional axis,0.193805317353273
Reptilia,elev_range,SIZE,0.00592374914366863,0.949584905660377,-0.0426272929156527,0.174353076712608,0.181058964278477,Ectotherm,Habitat heterogeneity,functional axis,-0.00592374914366863
Reptilia,bio4_mean,SIZE,-0.18949580281094,0.02376,-0.373628308433083,4.83619983880987e-35,8.16108722799165e-35,Ectotherm,Climatic seasonality,functional axis,-0.18949580281094
Reptilia,hfp2020,SIZE,0.157676262784926,0.00317647058823529,0.581706542317723,3.90039886089216e-93,1.3163846155511e-92,Ectotherm,Human pressure,functional axis,0.157676262784926
Reptilia,bio1_mean,PACE,0.0307589172287148,0.66744,-0.177933557136869,1.10970074787787e-08,1.33164089745345e-08,Ectotherm,Ambient energy,functional axis,-0.0307589172287148
Reptilia,bio12_mean,PACE,0.00203686799709405,0.97,-0.300053514702396,1.32713858711388e-22,1.88593378168815e-22,Ectotherm,Water availability,functional axis,-0.00203686799709405
Reptilia,npp,PACE,-0.0351886034195934,0.5985,-0.507989449329559,8.04786992337052e-68,1.67148067639234e-67,Ectotherm,Productivity,functional axis,-0.0351886034195934
Reptilia,elev_range,PACE,0.0248296615762825,0.52004347826087,0.198288614728368,1.78040334675271e-10,2.23585536568945e-10,Ectotherm,Habitat heterogeneity,functional axis,0.0248296615762825
Reptilia,bio4_mean,PACE,-0.0337010660716743,0.723176470588235,0.0160077130213357,0.610123038092493,0.6216347935282,Ectotherm,Climatic seasonality,functional axis,0.0337010660716743
Reptilia,hfp2020,PACE,-0.088893979717833,0.052258064516129,-0.56556894503751,4.85500402742634e-87,1.54217774988837e-86,Ectotherm,Human pressure,functional axis,-0.088893979717833
Reptilia,bio1_mean,NICHE,-0.256284289549527,0.00317647058823529,-0.549864097095026,2.01038946471109e-81,5.42805155471994e-81,Ectotherm,Ambient energy,functional axis,-0.256284289549527
