class,grain,env,trait,stat,p_maxtest,p_naive,r2_naive,p_naive_adj,thermal
Aves,100km,bio6_mean,range_size,-0.249075568710188,0.00338983050847458,5.8760155547226e-114,0.419146775253861,2.67091616123755e-113,Endotherm
Aves,100km,bio4_mean,range_size,0.31611985562938,0.00338983050847458,2.15533212826308e-240,0.685551734603601,3.59222021377181e-239,Endotherm
Aves,100km,bio12_mean,range_size,-0.24995786416611,0.00338983050847458,1.26254528247854e-155,0.525471082433615,8.4169685498569e-155,Endotherm
Aves,100km,bio15_mean,range_size,0.127704504585377,0.00338983050847458,5.45555252532028e-31,0.131881429342834,9.57114478126365e-31,Endotherm
Aves,100km,npp,range_size,-0.0882208784735788,0.00655737704918033,2.84272584252915e-29,0.124661946528067,4.81817939411721e-29,Endotherm
Aves,100km,elev_range,range_size,-0.174237963359079,0.00338983050847458,2.0400340296595e-38,0.162462911046707,4.34049793544574e-38,Endotherm
Aves,100km,het_shannon,range_size,-0.148005489966738,0.00338983050847458,3.30463439753861e-50,0.208878145156781,7.86817713699668e-50,Endotherm
Aves,100km,hfp2020,range_size,-0.0449128731485062,0.0842105263157895,1.21559521249608e-12,0.0518635092340071,1.57869508116375e-12,Endotherm
Aves,100km,lc_cropland,range_size,0.0923347059262283,0.00338983050847458,5.61384441939633e-05,0.0169820076539617,6.45269473493831e-05,Endotherm
Mammalia,50km,bio1_mean,body_mass,-0.155019629887023,0.00555555555555556,1.05945591263142e-148,0.461855459541528,6.23209360371426e-148,Endotherm
Mammalia,50km,bio6_mean,body_mass,-0.120957354034924,0.0185185185185185,4.57854875629398e-66,0.237220545573276,1.20488125165631e-65,Endotherm
Mammalia,50km,bio4_mean,body_mass,0.0234901530388406,0.574193548387097,0.00594445112534647,0.00692771744521435,0.00653236387400711,Endotherm
Mammalia,50km,bio12_mean,body_mass,-0.109928516816341,0.0305084745762712,7.39727280851287e-50,0.183296488615555,1.72029600197974e-49,Endotherm
Mammalia,50km,bio15_mean,body_mass,0.0625162681452593,0.0647058823529412,1.44996440321883e-20,0.0763294181313774,2.19691576245277e-20,Endotherm
Mammalia,50km,npp,body_mass,-0.129497504920345,0.00555555555555556,7.24378032224561e-93,0.318767788928859,2.78606935470985e-92,Endotherm
Mammalia,50km,elev_range,body_mass,0.0413922822668547,0.1425,1.83763008734901e-14,0.0524978856209175,2.48328390182298e-14,Endotherm
Mammalia,50km,het_shannon,body_mass,-0.0368020508935674,0.308235294117647,3.29808086826578e-08,0.0276524495760968,4.02204983934852e-08,Endotherm
Mammalia,50km,hfp2020,body_mass,-0.119102206859598,0.00555555555555556,2.06424140453462e-78,0.275922790177624,6.25527698343825e-78,Endotherm
Mammalia,50km,lc_cropland,body_mass,-0.0723617448694091,0.0185185185185185,9.29782307890444e-40,0.147827623015782,1.75430624130272e-39,Endotherm
Mammalia,50km,bio1_mean,body_length,-0.171830761634928,0.00555555555555556,8.78442815148917e-167,0.501432101131423,6.75725242422244e-166,Endotherm
Mammalia,50km,bio6_mean,body_length,-0.137895433438045,0.00952380952380953,2.30482834500799e-77,0.272714844863203,6.58522384287998e-77,Endotherm
Mammalia,50km,bio4_mean,body_length,0.0352162927394272,0.456818181818182,0.0965128419337524,0.00253444232398861,0.101592465193424,Endotherm
Mammalia,50km,bio12_mean,body_length,-0.122996629189638,0.0163265306122449,3.19108204417881e-55,0.201548386782013,8.18226165174055e-55,Endotherm
Mammalia,50km,bio15_mean,body_length,0.0736321773008908,0.0305084745762712,1.60642281567156e-24,0.0915031026960494,2.54987748519294e-24,Endotherm
Mammalia,50km,npp,body_length,-0.136398444349778,0.00555555555555556,2.93729377673461e-92,0.31701749451246,1.08788658397578e-91,Endotherm
Mammalia,50km,elev_range,body_length,0.041545661423785,0.119480519480519,9.70417564919231e-14,0.0496448836796827,1.27686521699899e-13,Endotherm
Mammalia,50km,het_shannon,body_length,-0.0351059263248039,0.346511627906977,3.38072015180167e-07,0.0236200955767858,3.97731782564902e-07,Endotherm
Mammalia,50km,hfp2020,body_length,-0.125568108838896,0.00555555555555556,3.30405553285728e-78,0.275298494653669,9.7178103907567e-78,Endotherm
Mammalia,50km,lc_cropland,body_length,-0.07038280414738,0.0185185185185185,2.79054656206797e-36,0.135273542488585,5.16767881864439e-36,Endotherm
Mammalia,50km,bio1_mean,nocturnality,0.192234642160793,0.00555555555555556,0,0.758109967627246,0,Endotherm
Mammalia,50km,bio6_mean,nocturnality,0.182482680827504,0.00555555555555556,1.43376486424075e-243,0.639589312859989,2.04823552034392e-242,Endotherm
Mammalia,50km,bio4_mean,nocturnality,-0.110078095580464,0.0516129032258065,5.74733533852806e-29,0.108290440609365,9.90919885953113e-29,Endotherm
Mammalia,50km,bio12_mean,nocturnality,0.153727156979259,0.00555555555555556,6.51298424475005e-125,0.404974177899509,2.9604473839773e-124,Endotherm
Mammalia,50km,bio15_mean,nocturnality,-0.0845343403656118,0.0214285714285714,1.42677986723617e-41,0.154306844608313,2.79760758281602e-41,Endotherm
Mammalia,50km,npp,nocturnality,0.12125483180337,0.00952380952380953,9.97427932158824e-90,0.309683142634354,3.43940666261663e-89,Endotherm
Mammalia,50km,elev_range,nocturnality,-0.0181148284524542,0.574193548387097,9.39331816683601e-08,0.0258386594109325,1.11825216271857e-07,Endotherm
Mammalia,50km,het_shannon,nocturnality,0.0164794673415268,0.578723404255319,0.00305893820375514,0.00802638658846539,0.0033988202263946,Endotherm
Mammalia,50km,hfp2020,nocturnality,0.1166102311555,0.00555555555555556,1.06422428574742e-86,0.300805036204624,3.43298156692715e-86,Endotherm
Mammalia,50km,lc_cropland,nocturnality,0.0354332935634296,0.267469879518072,1.80246024895163e-19,0.0720918629890046,2.65067683669357e-19,Endotherm
Mammalia,50km,bio1_mean,verticality,0.302042746200109,0.00555555555555556,5.39153309423147e-250,0.649244707326191,8.98588849038579e-249,Endotherm
Mammalia,50km,bio6_mean,verticality,0.327358713543309,0.00555555555555556,0,0.787906340488577,0,Endotherm
Mammalia,50km,bio4_mean,verticality,-0.270046792136043,0.00555555555555556,8.25485886667384e-127,0.409722293271296,3.93088517460659e-126,Endotherm
Mammalia,50km,bio12_mean,verticality,0.318241260754352,0.00555555555555556,0,0.761282476540584,0,Endotherm
Mammalia,50km,bio15_mean,verticality,-0.154524720534054,0.00555555555555556,4.84246992867452e-54,0.197564908400655,1.21061748216863e-53,Endotherm
Mammalia,50km,npp,verticality,0.225221699614846,0.00555555555555556,8.86414853885517e-150,0.464299249649793,5.54009283678448e-149,Endotherm
Mammalia,50km,elev_range,verticality,0.0526116314259716,0.0523076923076923,0.00289185134171257,0.00811979285811733,0.00324927117046356,Endotherm
Mammalia,50km,het_shannon,verticality,0.111504179831777,0.0127659574468085,5.60879947234927e-33,0.123184185819389,1.00157133434808e-32,Endotherm
Mammalia,50km,hfp2020,verticality,0.177229281899819,0.00555555555555556,6.12309866925819e-87,0.301512982832208,2.04103288975273e-86,Endotherm
Mammalia,50km,lc_cropland,verticality,0.0155587609219288,0.620833333333333,3.91568894580656e-08,0.0273549754804008,4.71769752506815e-08,Endotherm
Mammalia,50km,bio1_mean,diet_breadth,-0.110151750907395,0.0280701754385965,1.93165127075447e-16,0.0602760000542153,2.68284898715899e-16,Endotherm
Mammalia,50km,bio6_mean,diet_breadth,-0.154263995596797,0.00952380952380953,5.44255484058583e-77,0.27156905181589,1.51182078905162e-76,Endotherm
Mammalia,50km,bio4_mean,diet_breadth,0.182315400916998,0.00555555555555556,1.16635308596614e-207,0.58052103052494,1.16635308596614e-206,Endotherm
Mammalia,50km,bio12_mean,diet_breadth,-0.164264750434251,0.00555555555555556,2.26738160207732e-127,0.411119612874196,1.13369080103866e-126,Endotherm
Mammalia,50km,bio15_mean,diet_breadth,0.0493206766258742,0.134177215189873,1.25951396380175e-06,0.0213436322971185,1.44771719977213e-06,Endotherm
Mammalia,50km,npp,diet_breadth,-0.0912064536374737,0.0695652173913044,2.35313809390118e-33,0.124572885745643,4.27843289800214e-33,Endotherm
Mammalia,50km,elev_range,diet_breadth,-0.064506069636744,0.0163265306122449,4.82904002490379e-20,0.0743085332428334,7.20752242522953e-20,Endotherm
Mammalia,50km,het_shannon,diet_breadth,-0.0829613107602335,0.0214285714285714,5.51536528300456e-42,0.15577452637472,1.10307305660091e-41,Endotherm
Mammalia,50km,hfp2020,diet_breadth,-0.0681382100514939,0.115789473684211,3.35089515356616e-18,0.0671570597616959,4.78699307652308e-18,Endotherm
Mammalia,50km,lc_cropland,diet_breadth,0.0243031840782119,0.44367816091954,0.0192927409391001,0.00501703043344106,0.0205241924884044,Endotherm
Mammalia,50km,bio1_mean,diet_vert,-0.120616474008459,0.0127659574468085,3.2220300006991e-136,0.432718315004243,1.69580526352584e-135,Endotherm
Mammalia,50km,bio6_mean,diet_vert,-0.128389914775837,0.00952380952380953,2.24887426159408e-152,0.470141204799269,1.49924950772939e-151,Endotherm
Mammalia,50km,bio4_mean,diet_vert,0.100547768352648,0.0333333333333333,1.38815318530403e-44,0.164959371310491,2.95351741554048e-44,Endotherm
Mammalia,50km,bio12_mean,diet_vert,-0.128545092506473,0.0127659574468085,1.15690188546928e-184,0.537710701352028,1.05172898679025e-183,Endotherm
Mammalia,50km,bio15_mean,diet_vert,0.0581815637493603,0.0516129032258065,2.97723484265032e-27,0.101852082343297,4.80199168169407e-27,Endotherm
Mammalia,50km,npp,diet_vert,-0.0919749455212481,0.0626865671641791,2.19267038511239e-115,0.380547145600179,9.53334950048866e-115,Endotherm
Mammalia,50km,elev_range,diet_vert,-0.0156856760069308,0.514606741573034,0.836274158095685,3.92358011121684e-05,0.836274158095685,Endotherm
Mammalia,50km,het_shannon,diet_vert,-0.0583089036386924,0.120512820512821,6.19025817583974e-41,0.152035836785066,1.19043426458457e-40,Endotherm
Mammalia,50km,hfp2020,diet_vert,-0.0787838980007309,0.0523076923076923,1.16296934600312e-79,0.279728707937197,3.63427920625974e-79,Endotherm
Mammalia,50km,lc_cropland,diet_vert,-0.0091198071647091,0.814141414141414,1.22380383941113e-10,0.0373432556595522,1.54911878406472e-10,Endotherm
Mammalia,50km,bio1_mean,diet_plant,-0.116786197788247,0.0127659574468085,2.91166482927514e-30,0.113126574496863,5.10818391100902e-30,Endotherm
Mammalia,50km,bio6_mean,diet_plant,-0.152096068825593,0.00952380952380953,5.27238402910248e-95,0.324887337121395,2.10895361164099e-94,Endotherm
Mammalia,50km,bio4_mean,diet_plant,0.163915187339986,0.00555555555555556,2.25864082050549e-166,0.500567435308287,1.61331487178963e-165,Endotherm
Mammalia,50km,bio12_mean,diet_plant,-0.172674792839368,0.00555555555555556,1.9592380173514e-171,0.511134942665022,1.63269834779283e-170,Endotherm
Mammalia,50km,bio15_mean,diet_plant,0.0567548707765204,0.0929577464788732,4.5501600072132e-14,0.0509441422062364,6.0668800096176e-14,Endotherm
Mammalia,50km,npp,diet_plant,-0.120215619124332,0.00555555555555556,1.77494771286992e-68,0.244937769333631,4.79715598072952e-68,Endotherm
Mammalia,50km,elev_range,diet_plant,-0.0546035258441863,0.0523076923076923,8.13277054534421e-16,0.057826621868651,1.11407815689647e-15,Endotherm
Mammalia,50km,het_shannon,diet_plant,-0.0836120970282421,0.0185185185185185,8.08353033641988e-43,0.158732257018156,1.68406882008748e-42,Endotherm
Mammalia,50km,hfp2020,diet_plant,-0.0778285148896563,0.0545454545454545,6.39919604586484e-28,0.104364746005693,1.06653267431081e-27,Endotherm
Mammalia,50km,lc_cropland,diet_plant,0.00235909521797806,0.972,0.322927010011517,0.000897212946475318,0.332914443310842,Endotherm
Mammalia,50km,bio1_mean,habitat_breadth,-0.0903637953385917,0.102702702702703,2.15531478122298e-48,0.178243972966296,4.78958840271774e-48,Endotherm
Mammalia,50km,bio6_mean,habitat_breadth,-0.099018676632618,0.0972222222222222,8.65049488646753e-50,0.183062658736749,1.96602156510626e-49,Endotherm
Mammalia,50km,bio4_mean,habitat_breadth,0.0932043359359458,0.0742857142857143,4.52237083952341e-23,0.0859685372561936,7.06620443675533e-23,Endotherm
Mammalia,50km,bio12_mean,habitat_breadth,-0.0764215277128193,0.2,1.5359755799598e-28,0.106691140859476,2.60334844060983e-28,Endotherm
Mammalia,50km,bio15_mean,habitat_breadth,0.0233032401234907,0.56043956043956,0.0192052239549666,0.00502429492990961,0.0205241924884044,Endotherm
Mammalia,50km,npp,habitat_breadth,-0.0247886355019892,0.661855670103093,4.22128851514594e-07,0.023235581635855,4.90847501761156e-07,Endotherm
Mammalia,50km,elev_range,habitat_breadth,-0.0309524224326776,0.248780487804878,0.834485298617649,4.01104989854229e-05,0.836274158095685,Endotherm
Mammalia,50km,het_shannon,habitat_breadth,-0.00893226394902273,0.806122448979592,0.693973490694368,0.00014221996140295,0.708136214994253,Endotherm
Mammalia,50km,hfp2020,habitat_breadth,-0.0279415522978536,0.585263157894737,1.30011586066227e-06,0.0212887524936859,1.47740438711622e-06,Endotherm
Mammalia,50km,lc_cropland,habitat_breadth,0.0168559391682781,0.551111111111111,0.282409410060345,0.00106095107495187,0.29417646881286,Endotherm
Mammalia,50km,bio1_mean,litter_size,-0.284129876065122,0.00555555555555556,5.73489868682455e-90,0.310383015528042,2.04817810243734e-89,Endotherm
Mammalia,50km,bio6_mean,litter_size,-0.348854989141552,0.00555555555555556,7.67311804318653e-235,0.626044916741778,8.5256867146517e-234,Endotherm
Mammalia,50km,bio4_mean,litter_size,0.349637613416417,0.00555555555555556,1.11259342055915e-308,0.730884355238081,1.11394921189228e-308,Endotherm
Mammalia,50km,bio12_mean,litter_size,-0.339217552180277,0.00555555555555556,8.04534022221727e-243,0.638446437361686,1.00566752777716e-241,Endotherm
Mammalia,50km,bio15_mean,litter_size,0.176269418789745,0.00555555555555556,7.997098640092e-45,0.16580083371146,1.73849970436783e-44,Endotherm
Mammalia,50km,npp,litter_size,-0.187818915097026,0.00555555555555556,1.30794250256609e-52,0.192710803192904,3.19010366479534e-52,Endotherm
Mammalia,50km,elev_range,litter_size,-0.106630237530904,0.00555555555555556,3.66640518637496e-17,0.063101242617413,5.16395096672529e-17,Endotherm
Mammalia,50km,het_shannon,litter_size,-0.107908653533581,0.00952380952380953,2.89184965467964e-21,0.0790315386525421,4.44899946873791e-21,Endotherm
Mammalia,50km,hfp2020,litter_size,-0.140321507741585,0.00555555555555556,2.11081835723129e-27,0.102414732714577,3.46035796267424e-27,Endotherm
Mammalia,50km,lc_cropland,litter_size,0.0471121126881935,0.106666666666667,0.0120027376699281,0.00578062085478537,0.0130464539890522,Endotherm
Mammalia,50km,bio1_mean,range_size,-0.190425084451693,0.00555555555555556,2.59472053658111e-52,0.191698404232252,6.17790603947884e-52,Endotherm
Mammalia,50km,bio6_mean,range_size,-0.258823753188076,0.00555555555555556,1.06746707118578e-139,0.440995227838648,5.93037261769876e-139,Endotherm
Mammalia,50km,bio4_mean,range_size,0.313981380568907,0.00555555555555556,2.07453962758041e-267,0.674136206495167,4.14907925516083e-266,Endotherm
Mammalia,50km,bio12_mean,range_size,-0.231958017110768,0.00555555555555556,2.79964318001731e-115,0.380269485901502,1.16651799167388e-114,Endotherm
Mammalia,50km,bio15_mean,range_size,0.104260972204913,0.00555555555555556,5.48047354049168e-19,0.0702168013438161,7.9427152760749e-19,Endotherm
Mammalia,50km,npp,range_size,-0.0557656202687574,0.278571428571429,2.91009246001041e-08,0.0278693482641961,3.59270674075359e-08,Endotherm
Mammalia,50km,elev_range,range_size,-0.174425638392214,0.00555555555555556,4.86494061796997e-42,0.155968109394184,9.92845024075504e-42,Endotherm
Mammalia,50km,het_shannon,range_size,-0.0880353886394252,0.0185185185185185,1.36303725446125e-12,0.0451029678600091,1.77017825254708e-12,Endotherm
Mammalia,50km,hfp2020,range_size,-0.0674399673367132,0.102702702702703,2.63020833487965e-11,0.0399996580708834,3.37206196779442e-11,Endotherm
Mammalia,50km,lc_cropland,range_size,0.0781433388553807,0.0127659574468085,2.49118785919914e-08,0.0281387042938892,3.11398482399892e-08,Endotherm
Mammalia,100km,bio1_mean,body_mass,-0.172497610228559,0.00526315789473684,4.44892142972233e-157,0.528431587845194,3.42224725363256e-156,Endotherm
Mammalia,100km,bio6_mean,body_mass,-0.136317268679807,0.0117647058823529,1.79463324084312e-71,0.286033529176424,5.12752354526606e-71,Endotherm
Mammalia,100km,bio4_mean,body_mass,0.0208245818947154,0.641666666666667,0.00183739155650738,0.0101800649199658,0.00201911160055756,Endotherm
Mammalia,100km,bio12_mean,body_mass,-0.11945112696379,0.0271186440677966,1.84406237241842e-50,0.20965113562531,4.09791638315204e-50,Endotherm
Mammalia,100km,bio15_mean,body_mass,0.0783479461119329,0.0210526315789474,1.05390102388565e-24,0.1050689631959,1.69984036110589e-24,Endotherm
Mammalia,100km,npp,body_mass,-0.148440143526217,0.00526315789473684,9.56894387318936e-102,0.383389370400172,3.82757754927574e-101,Endotherm
Mammalia,100km,elev_range,body_mass,0.0591528564093131,0.0430769230769231,2.99514110918117e-14,0.059056723233565,4.10293302627558e-14,Endotherm
Mammalia,100km,het_shannon,body_mass,-0.0413777899876967,0.250602409638554,1.07526145652517e-08,0.0338881277627363,1.29549573075322e-08,Endotherm
Mammalia,100km,hfp2020,body_mass,-0.140473333616241,0.00526315789473684,3.45125816555464e-90,0.347886495552086,1.19008902260505e-89,Endotherm
Mammalia,100km,lc_cropland,body_mass,-0.0893204309090326,0.0117647058823529,4.17031275170986e-47,0.19673406714816,9.06589728632579e-47,Endotherm
Mammalia,100km,bio1_mean,body_length,-0.189621026723227,0.00526315789473684,4.67052439035691e-175,0.567797489658348,4.24593126396083e-174,Endotherm
Mammalia,100km,bio6_mean,body_length,-0.153867884369079,0.00526315789473684,5.68999839508866e-83,0.32469215995129,1.77812449846521e-82,Endotherm
Mammalia,100km,bio4_mean,body_length,0.0324963400545504,0.503296703296703,0.0380097185896175,0.00452802608937942,0.0400102300943342,Endotherm
Mammalia,100km,bio12_mean,body_length,-0.134230090085823,0.0148148148148148,9.78516900567286e-57,0.233270192787821,2.44629225141822e-56,Endotherm
Mammalia,100km,bio15_mean,body_length,0.091416307793533,0.00869565217391304,2.83471150684127e-29,0.124544235522601,4.97317808217767e-29,Endotherm
Mammalia,100km,npp,body_length,-0.156809545649988,0.00526315789473684,1.95517859958583e-102,0.385446127572766,8.1465774982743e-102,Endotherm
Mammalia,100km,elev_range,body_length,0.0603954048840163,0.0360655737704918,1.5697526803488e-13,0.0558202655511428,2.0930035737984e-13,Endotherm
Mammalia,100km,het_shannon,body_length,-0.0402027149890197,0.280952380952381,5.9430350487024e-08,0.0305022965029694,6.99180593964988e-08,Endotherm
Mammalia,100km,hfp2020,body_length,-0.147845089140347,0.00526315789473684,1.32273038807119e-90,0.349200620552097,4.72403710025426e-90,Endotherm
Mammalia,100km,lc_cropland,body_length,-0.0875230719949579,0.00869565217391304,1.88149305781892e-43,0.182426864846062,3.76298611563784e-43,Endotherm
Mammalia,100km,bio1_mean,nocturnality,0.191475248931029,0.00526315789473684,1.11253825597022e-308,0.780024300797979,1.11258115314085e-308,Endotherm
Mammalia,100km,bio6_mean,nocturnality,0.181693819924755,0.00526315789473684,3.33180755235572e-224,0.659450852165038,5.55301258725954e-223,Endotherm
Mammalia,100km,bio4_mean,nocturnality,-0.0976073499210306,0.0210526315789474,1.71112789923485e-17,0.0735414661673333,2.44446842747835e-17,Endotherm
Mammalia,100km,bio12_mean,nocturnality,0.156491139801893,0.00526315789473684,2.82838733537706e-122,0.441773599842987,1.5713262974317e-121,Endotherm
Mammalia,100km,bio15_mean,nocturnality,-0.104554422947596,0.00869565217391304,3.87648136944662e-55,0.227322769749678,9.45483260840638e-55,Endotherm
Mammalia,100km,npp,nocturnality,0.132916060563063,0.0117647058823529,6.83099023693116e-104,0.389767883934778,2.96999575518746e-103,Endotherm
Mammalia,100km,elev_range,nocturnality,-0.0315945713409461,0.207407407407407,1.44147520562011e-08,0.0333077979087623,1.71604191145251e-08,Endotherm
Mammalia,100km,het_shannon,nocturnality,0.0272522404287921,0.484444444444445,4.91765452902868e-06,0.0217619009050554,5.46406058780964e-06,Endotherm
Mammalia,100km,hfp2020,nocturnality,0.124922777097436,0.0117647058823529,5.28752734591657e-96,0.365996206491173,2.03366436381406e-95,Endotherm
Mammalia,100km,lc_cropland,nocturnality,0.0453627454158431,0.167088607594937,6.12722072550755e-26,0.110373283500134,1.03851198737416e-25,Endotherm
Mammalia,100km,bio1_mean,verticality,0.299850670828096,0.00526315789473684,4.90984740281744e-220,0.652496036461037,7.01406771831063e-219,Endotherm
Mammalia,100km,bio6_mean,verticality,0.327439611646111,0.00526315789473684,0,0.801149139213341,0,Endotherm
Mammalia,100km,bio4_mean,verticality,-0.257187124123956,0.00526315789473684,1.50070862286111e-94,0.361518206244631,5.55818008467077e-94,Endotherm
Mammalia,100km,bio12_mean,verticality,0.322233224028067,0.00526315789473684,1.11253693012198e-308,0.783396080509091,1.11253697267263e-308,Endotherm
Mammalia,100km,bio15_mean,verticality,-0.187125151267205,0.00526315789473684,1.25741308642259e-67,0.272621720812003,3.49281412895164e-67,Endotherm
Mammalia,100km,npp,verticality,0.234382606920425,0.00526315789473684,2.38620182995886e-144,0.498414309099165,1.59080121997257e-143,Endotherm
Mammalia,100km,elev_range,verticality,0.0113967322644955,0.641666666666667,0.888754487756749,2.0628699715223e-05,0.888754487756749,Endotherm
Mammalia,100km,het_shannon,verticality,0.11917534837952,0.00526315789473684,7.97043711730887e-32,0.135241017066586,1.42329234237658e-31,Endotherm
Mammalia,100km,hfp2020,verticality,0.183965735053288,0.00526315789473684,3.88633623615691e-85,0.331736640787052,1.2536568503732e-84,Endotherm
Mammalia,100km,lc_cropland,verticality,0.0187512914403058,0.595698924731183,4.61402462458035e-09,0.0355627925750043,5.76753078072543e-09,Endotherm
Mammalia,100km,bio1_mean,diet_breadth,-0.0934207809453846,0.0470588235294118,1.52511725084476e-09,0.0377527301766292,1.93052816562628e-09,Endotherm
Mammalia,100km,bio6_mean,diet_breadth,-0.140586146767785,0.00526315789473684,2.37924093014088e-60,0.246556368959411,6.261160342476e-60,Endotherm
Mammalia,100km,bio4_mean,diet_breadth,0.172469126427541,0.00526315789473684,1.00647229549407e-195,0.609010733262051,1.11830255054896e-194,Endotherm
Mammalia,100km,bio12_mean,diet_breadth,-0.152471932759395,0.00526315789473684,1.72364068249757e-108,0.403211811026647,8.20781277379796e-108,Endotherm
Mammalia,100km,bio15_mean,diet_breadth,0.0610822482879817,0.088,5.42120447198318e-09,0.0352437390816603,6.61122496583314e-09,Endotherm
Mammalia,100km,npp,diet_breadth,-0.0819511276225319,0.0794520547945205,7.30756625486678e-26,0.110045664488293,1.21792770914446e-25,Endotherm
Mammalia,100km,elev_range,diet_breadth,-0.0435135874362341,0.088,3.24402936777048e-10,0.0408115305511402,4.21302515294867e-10,Endotherm
Mammalia,100km,het_shannon,diet_breadth,-0.0871541061042592,0.00869565217391304,1.71380740310499e-44,0.186525866765117,3.57043208980205e-44,Endotherm
Mammalia,100km,hfp2020,diet_breadth,-0.0622105096527521,0.120512820512821,1.51673188564073e-14,0.0603837851102168,2.1065720633899e-14,Endotherm
Mammalia,100km,lc_cropland,diet_breadth,0.0294757484228573,0.372727272727273,0.00367231987285745,0.00885787379847178,0.00399165203571462,Endotherm
Mammalia,100km,bio1_mean,diet_vert,-0.121033733815725,0.0148148148148148,6.95541413554962e-119,0.43252497771762,3.66074428186822e-118,Endotherm
Mammalia,100km,bio6_mean,diet_vert,-0.130302902377616,0.00869565217391304,4.23623497943302e-139,0.485487524416608,2.64764686214564e-138,Endotherm
Mammalia,100km,bio4_mean,diet_vert,0.0971553065798657,0.0210526315789474,9.64787088553884e-36,0.151423588160656,1.78664275658127e-35,Endotherm
Mammalia,100km,bio12_mean,diet_vert,-0.131906461228204,0.00526315789473684,1.21614240067039e-174,0.566925618993731,1.01345200055866e-173,Endotherm
Mammalia,100km,bio15_mean,diet_vert,0.0742940965963765,0.0430769230769231,1.95984310560005e-37,0.15832432021996,3.69781718037746e-37,Endotherm
Mammalia,100km,npp,diet_vert,-0.0986151140165611,0.03,5.77990360419058e-112,0.413174695637611,2.88995180209529e-111,Endotherm
Mammalia,100km,elev_range,diet_vert,0.000940378046434271,0.98,0.15675537564816,0.0021118946374944,0.1632868496335,Endotherm
Mammalia,100km,het_shannon,diet_vert,-0.0652028440364641,0.0454545454545455,1.54858825824944e-43,0.182760748891753,3.16038420050906e-43,Endotherm
Mammalia,100km,hfp2020,diet_vert,-0.0848232864241272,0.0412698412698413,1.72448988815795e-78,0.309878841079976,5.07202908281749e-78,Endotherm
Mammalia,100km,lc_cropland,diet_vert,-0.0116694349033039,0.692783505154639,2.52740433299046e-11,0.0458450908034315,3.32553201709272e-11,Endotherm
Mammalia,100km,bio1_mean,diet_plant,-0.103776934219307,0.0387096774193548,2.03971133041729e-22,0.0951750989835452,3.09047171275347e-22,Endotherm
Mammalia,100km,bio6_mean,diet_plant,-0.140664346461267,0.0148148148148148,4.02285815239374e-80,0.315310658886835,1.2190479249678e-79,Endotherm
Mammalia,100km,bio4_mean,diet_plant,0.153328665686471,0.00526315789473684,2.52982591389653e-151,0.515089865089128,1.80701850992609e-150,Endotherm
Mammalia,100km,bio12_mean,diet_plant,-0.156782047536875,0.00869565217391304,8.3589700801795e-139,0.484750844225122,4.917041223635e-138,Endotherm
Mammalia,100km,bio15_mean,diet_plant,0.0662971643873616,0.0666666666666667,4.3193606120704e-16,0.0673009801888247,6.0836064958738e-16,Endotherm
Mammalia,100km,npp,diet_plant,-0.107370330404147,0.0271186440677966,4.83444485463401e-54,0.223217454069124,1.15105829872238e-53,Endotherm
Mammalia,100km,elev_range,diet_plant,-0.031989127846647,0.209756097560976,4.74834137478559e-06,0.0218311163184055,5.33521502784897e-06,Endotherm
Mammalia,100km,het_shannon,diet_plant,-0.0811813950202418,0.0117647058823529,6.20033802019467e-39,0.164395123220164,1.19237269619128e-38,Endotherm
Mammalia,100km,hfp2020,diet_plant,-0.0730215071011423,0.0666666666666667,9.6844027349361e-25,0.105227056195016,1.58760700572723e-24,Endotherm
Mammalia,100km,lc_cropland,diet_plant,0.00395588831563688,0.907070707070707,0.314832059404678,0.00106458348344213,0.324569133406885,Endotherm
Mammalia,100km,bio1_mean,habitat_breadth,-0.0924315451736394,0.06,1.25448437849979e-50,0.21029005179815,2.85110086022679e-50,Endotherm
Mammalia,100km,bio6_mean,habitat_breadth,-0.102939682469022,0.0492753623188406,5.32086078858333e-58,0.237945107854678,1.36432327912393e-57,Endotherm
Mammalia,100km,bio4_mean,habitat_breadth,0.0906327841747627,0.0470588235294118,5.29612157902355e-24,0.102045880411111,8.40654218892627e-24,Endotherm
Mammalia,100km,bio12_mean,habitat_breadth,-0.082452985925343,0.120512820512821,1.35238840045991e-39,0.167058457718032,2.65174196168609e-39,Endotherm
Mammalia,100km,bio15_mean,habitat_breadth,0.0372574998658252,0.301176470588235,1.89796675175117e-06,0.0236439115121241,2.15678039971724e-06,Endotherm
Mammalia,100km,npp,habitat_breadth,-0.0430261037217814,0.377528089887641,1.79099451487495e-18,0.077883438098132,2.59564422445644e-18,Endotherm
Mammalia,100km,elev_range,habitat_breadth,-0.0141852193610812,0.638297872340425,0.71558610118363,0.000139959857502182,0.722814243619828,Endotherm
Mammalia,100km,het_shannon,habitat_breadth,-0.0234596826206213,0.528260869565217,0.00577617554397549,0.00800033205908308,0.00614486759997393,Endotherm
Mammalia,100km,hfp2020,habitat_breadth,-0.041118467060289,0.316279069767442,1.31280703179052e-13,0.0561698887445768,1.77406355647368e-13,Endotherm
Mammalia,100km,lc_cropland,habitat_breadth,0.0114987565208513,0.751020408163265,0.678982567847143,0.000180556575573799,0.692839354946064,Endotherm
