estimate,se,z,p,term,n,lambda,class,clade,order,response,n_species,thermal,p_adj
0.0478665829689038,0.0567739471658831,0.843108245214066,0.399167907827819,ax_productivity,823,0.945019005485597,Reptilia,NATRICIDAE,SQUAMATA,SES.habitat_breadth.var,59,Ectotherm,0.592024312733394
0.0577910921742938,0.0302378041607445,1.91121987122728,0.0559763312726371,ax_structure,823,0.945019005485597,Reptilia,NATRICIDAE,SQUAMATA,SES.habitat_breadth.var,59,Ectotherm,0.162182402378243
-0.0109679021099484,0.0363129548821417,-0.30203827106734,0.762622888450195,ax_human,823,0.945019005485597,Reptilia,NATRICIDAE,SQUAMATA,SES.habitat_breadth.var,59,Ectotherm,0.866576702760834
0.164179348167326,0.126019146562695,1.30281272842652,0.192638704176386,ax_thermal,970,0.957275842222542,Reptilia,SCINCIDAE,SQUAMATA,SES.FDis,48,Ectotherm,0.370675057598877
-0.119008896666932,0.0594078334060499,-2.00325259892094,0.0451501825047,ax_water,970,0.957275842222542,Reptilia,SCINCIDAE,SQUAMATA,SES.FDis,48,Ectotherm,0.138600560246986
-0.075568720136574,0.047849380762022,-1.57930403556137,0.114266336663243,ax_productivity,970,0.957275842222542,Reptilia,SCINCIDAE,SQUAMATA,SES.FDis,48,Ectotherm,0.25827322670459
0.0274204077456544,0.031391817405565,0.873489017580531,0.38239658975085,ax_structure,970,0.957275842222542,Reptilia,SCINCIDAE,SQUAMATA,SES.FDis,48,Ectotherm,0.580187929277152
0.043466291791796,0.0332094537209689,1.30885295967247,0.190584163499532,ax_human,970,0.957275842222542,Reptilia,SCINCIDAE,SQUAMATA,SES.FDis,48,Ectotherm,0.370675057598877
0.103233772751939,0.119278568677528,0.865484670855109,0.386772825971722,ax_thermal,970,0.957401397255301,Reptilia,SCINCIDAE,SQUAMATA,SES.RaoQ,48,Ectotherm,0.584025947888967
-0.0947817728705167,0.0562261316636435,-1.6857245922149,0.0918488578905856,ax_water,970,0.957401397255301,Reptilia,SCINCIDAE,SQUAMATA,SES.RaoQ,48,Ectotherm,0.230495232729226
-0.0391132059997237,0.0452811197634555,-0.863786191773692,0.387705354620953,ax_productivity,970,0.957401397255301,Reptilia,SCINCIDAE,SQUAMATA,SES.RaoQ,48,Ectotherm,0.584025947888967
0.0231397275185732,0.0297070839031601,0.778929618067013,0.436021175706165,ax_structure,970,0.957401397255301,Reptilia,SCINCIDAE,SQUAMATA,SES.RaoQ,48,Ectotherm,0.619621052209762
0.0629951422743199,0.0314271025244169,2.00448457586494,0.0450181775298784,ax_human,970,0.957401397255301,Reptilia,SCINCIDAE,SQUAMATA,SES.RaoQ,48,Ectotherm,0.138600560246986
-0.393808775926189,0.108781001365984,-3.62019811346703,0.000294377532697565,ax_thermal,970,0.978149561145623,Reptilia,SCINCIDAE,SQUAMATA,SES.body_mass.mean,48,Ectotherm,0.00359794762185913
0.091411726895406,0.0507832136298001,1.80003824810655,0.0718545990456103,ax_water,970,0.978149561145623,Reptilia,SCINCIDAE,SQUAMATA,SES.body_mass.mean,48,Ectotherm,0.194360800697143
0.160657577689845,0.0401760771552506,3.99883684683857,6.36545390699794e-05,ax_productivity,970,0.978149561145623,Reptilia,SCINCIDAE,SQUAMATA,SES.body_mass.mean,48,Ectotherm,0.00102468282405333
-0.0424887015195753,0.0263896420647244,-1.6100522097028,0.107386458899498,ax_structure,970,0.978149561145623,Reptilia,SCINCIDAE,SQUAMATA,SES.body_mass.mean,48,Ectotherm,0.250874978020895
0.0887075495004162,0.0279069479797469,3.17869046678965,0.0014794198388437,ax_human,970,0.978149561145623,Reptilia,SCINCIDAE,SQUAMATA,SES.body_mass.mean,48,Ectotherm,0.0121472519808435
-0.0057945395151235,0.121724161220176,-0.0476038565970667,0.962031958396213,ax_thermal,970,0.955569173445521,Reptilia,SCINCIDAE,SQUAMATA,SES.body_mass.var,48,Ectotherm,0.978987372627122
-0.167094707385213,0.0574403420511717,-2.90901309808277,0.00362571669242762,ax_water,970,0.955569173445521,Reptilia,SCINCIDAE,SQUAMATA,SES.body_mass.var,48,Ectotherm,0.0236928021485369
0.0598161511260223,0.0463432580359858,1.29071959247178,0.196800928307785,ax_productivity,970,0.955569173445521,Reptilia,SCINCIDAE,SQUAMATA,SES.body_mass.var,48,Ectotherm,0.375151495031937
-0.000746450422981428,0.0304011595444832,-0.0245533536932766,0.980411226430082,ax_structure,970,0.955569173445521,Reptilia,SCINCIDAE,SQUAMATA,SES.body_mass.var,48,Ectotherm,0.987668458406891
0.0477927209305999,0.0321623952098336,1.48598139593743,0.137284041962484,ax_human,970,0.955569173445521,Reptilia,SCINCIDAE,SQUAMATA,SES.body_mass.var,48,Ectotherm,0.293386985411392
0.256453901072328,0.0925821710705874,2.77001390339831,0.00560538998707361,ax_thermal,970,0.920670090286915,Reptilia,SCINCIDAE,SQUAMATA,SES.habitat_breadth.mean,48,Ectotherm,0.0303242409136769
0.0364244993803824,0.044800948761219,0.813029643066677,0.416201062806406,ax_water,970,0.920670090286915,Reptilia,SCINCIDAE,SQUAMATA,SES.habitat_breadth.mean,48,Ectotherm,0.602866306140888
-0.102773278711309,0.0376543976193918,-2.72938315864549,0.00634529304292864,ax_productivity,970,0.920670090286915,Reptilia,SCINCIDAE,SQUAMATA,SES.habitat_breadth.mean,48,Ectotherm,0.0335031472666632
-0.0189644976509055,0.0246699414384085,-0.768728928613497,0.442054247788013,ax_structure,970,0.920670090286915,Reptilia,SCINCIDAE,SQUAMATA,SES.habitat_breadth.mean,48,Ectotherm,0.623492313891934
-0.0769596243041468,0.0261185304866683,-2.94655261495012,0.0032133774602916,ax_human,970,0.920670090286915,Reptilia,SCINCIDAE,SQUAMATA,SES.habitat_breadth.mean,48,Ectotherm,0.0220919700395048
0.0356478725615542,0.112718239856908,0.316256469288448,0.751807849186168,ax_thermal,970,0.909769838666757,Reptilia,SCINCIDAE,SQUAMATA,SES.habitat_breadth.var,48,Ectotherm,0.862944661674558
-0.105078157921794,0.0550458602786733,-1.90892026012182,0.0562723790069963,ax_water,970,0.909769838666757,Reptilia,SCINCIDAE,SQUAMATA,SES.habitat_breadth.var,48,Ectotherm,0.162182402378243
-0.0338564449252007,0.0469502344909239,-0.721113436222466,0.470839724929598,ax_productivity,970,0.909769838666757,Reptilia,SCINCIDAE,SQUAMATA,SES.habitat_breadth.var,48,Ectotherm,0.650113427727059
-0.0732620614295013,0.0307528140887093,-2.38228804746682,0.0172054333250438,ax_structure,970,0.909769838666757,Reptilia,SCINCIDAE,SQUAMATA,SES.habitat_breadth.var,48,Ectotherm,0.0698345536086145
0.0677599725305447,0.0325696788220416,2.08046179702233,0.0374831961907005,ax_human,970,0.909769838666757,Reptilia,SCINCIDAE,SQUAMATA,SES.habitat_breadth.var,48,Ectotherm,0.12186654919144
-0.855892607025003,0.13396756282818,-6.38880478943046,1.67187375055278e-10,ax_thermal,554,0.938997237347616,Reptilia,VIPERIDAE,SQUAMATA,SES.FDis,39,Ectotherm,1.10343667536483e-08
0.0750067989302629,0.0628035547983208,1.19430817524788,0.232357440876066,ax_water,554,0.938997237347616,Reptilia,VIPERIDAE,SQUAMATA,SES.FDis,39,Ectotherm,0.414475435076225
0.0466240784300942,0.0694079127531863,0.671740102542614,0.501749166520483,ax_productivity,554,0.938997237347616,Reptilia,VIPERIDAE,SQUAMATA,SES.FDis,39,Ectotherm,0.678595184228522
-0.064748863276626,0.0395333430829955,-1.6378291899244,0.101457330582559,ax_structure,554,0.938997237347616,Reptilia,VIPERIDAE,SQUAMATA,SES.FDis,39,Ectotherm,0.24177156633307
0.0556910316300646,0.0439330515794702,1.2676340392455,0.204928670187833,ax_human,554,0.938997237347616,Reptilia,VIPERIDAE,SQUAMATA,SES.FDis,39,Ectotherm,0.384241256602186
-0.967546181024403,0.142502031438559,-6.78970096957229,1.12365672322312e-11,ax_thermal,554,0.940416595572731,Reptilia,VIPERIDAE,SQUAMATA,SES.RaoQ,39,Ectotherm,1.23602239554543e-09
0.0908114908100431,0.0667750280715757,1.35996185149788,0.173841996284836,ax_water,554,0.940416595572731,Reptilia,VIPERIDAE,SQUAMATA,SES.RaoQ,39,Ectotherm,0.344551704348323
0.0633803058775,0.0737340995136728,0.859579303138396,0.390020987916246,ax_productivity,554,0.940416595572731,Reptilia,VIPERIDAE,SQUAMATA,SES.RaoQ,39,Ectotherm,0.584025947888967
