class,SES.body_mass.var,SES.body_length.var,SES.nocturnality.var,SES.verticality.var,SES.habitat_breadth.var,SES.range_size.var
Aves,-0.123712424741048,0.0406926626200967,0.169910518009846,-1.26491020790317,-0.261756720378029,-0.750900565553302
Mammalia,-0.203238880691591,-0.301302441419221,-0.321257094213661,-1.26136782930711,0.230191489891976,-0.320111233160473
Reptilia,-0.426915996580827,-0.557311304667925,-0.709067238904161,-0.675113745108947,-0.227932223829613,-0.0711797040947479
