class,mean_coupling_all,mean_coupling_thermal,sd_coupling_thermal
Aves,0.404677973949891,0.529898889284627,0.488587827270908
Mammalia,0.432628340328264,0.608531698192548,0.669156265035971
Reptilia,0.338523320640853,0.560769416079268,0.522409446436396
