response,predictor,quantity,n_clades,n_endo,n_ecto,endo_mean,ecto_mean,contrast,se,t,p,model,p_adj
SES.habitat_breadth.var,ax_thermal,strength,47,34,13,0.2612,0.2936,0.0324,0.0678,0.477,0.635519552914552,lmer (1|class/order),0.931854541043948
SES.habitat_breadth.var,ax_thermal,direction,47,34,13,-0.0252,-0.0711,-0.0459,0.1119,-0.41,0.683966866080213,lmer (1|class/order),0.931854541043948
SES.habitat_breadth.var,ax_water,strength,47,34,13,0.2175,0.1712,-0.0392,0.0832,-0.472,0.639701211544514,lmer (1|class/order),0.931854541043948
SES.habitat_breadth.var,ax_water,direction,47,34,13,0.0763,-0.0816,-0.1579,0.1011,-1.561,0.125987491927686,lmer (1|class/order),0.931854541043948
SES.habitat_breadth.var,ax_productivity,strength,47,34,13,0.1107,0.1445,0.0283,0.0608,0.466,0.643575973973837,lmer (1|class/order),0.931854541043948
SES.habitat_breadth.var,ax_productivity,direction,47,34,13,-0.0102,-0.0317,-0.03,0.0827,-0.363,0.718378861619314,lmer (1|class/order),0.931854541043948
SES.habitat_breadth.var,ax_structure,strength,47,34,13,0.045,0.0826,0.0376,0.0141,2.671,0.0107123123992812,lmer (1|class/order),0.384916055140532
SES.habitat_breadth.var,ax_structure,direction,47,34,13,-9e-04,-0.0454,-0.0445,0.0233,-1.91,0.0629275663138464,lmer (1|class/order),0.931854541043948
SES.habitat_breadth.var,ax_human,strength,47,34,13,0.094,0.0712,-0.0687,0.2792,-0.246,0.806771917385587,lmer (1|class/order),0.931854541043948
SES.habitat_breadth.var,ax_human,direction,47,34,13,0.0476,-0.0527,-0.1547,0.2757,-0.561,0.577743958806364,lmer (1|class/order),0.931854541043948
